id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,lawyer_c,academic_c,psychologist_c,doctor/med_c,engineer_c,creative_art/entertain_c,business/entrepreur,real_estate_c,international/human_affairs_c,undecided,speech_pathology_c,undecided,politics_c,sports/athletics_c,other_c,journalism_c,architecture_c,other,law,math,social science/psych,med/biotech,engineering,english/journalism,"history, religion, philosophy","business, econ, finance",education,"bio, chem, physics",social work,undecided,"poli-sci, inter affairs",film,fine arts,languages,architect,other,field_not_submitted,black,caucasian,latino,asian,other,black_o,caucasian_o,latino_o,asian_o,other_o,iid
5.0,1.0,10.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.05,0.32999999999999996,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.5,7.0,7.411764705882353,7.647058823529412,7.352941176470588,7.5,6.846153846153846,6.611111111111111,5.166666666666667,1.9444444444444444,30.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,31.579999999999995,10.53,15.789999999999997,21.050000000000004,10.53,10.53,30.0,10.0,10.0,20.0,15.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,0.4,6.050000000000001,6.944444444444445,7.166666666666667,6.555555555555555,6.388888888888889,5.444444444444445,6.388888888888889,5.555555555555555,0.05555555555555555,5.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,30.0,10.0,15.0,15.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,25.0,20.0,15.0,15.0,10.0,15.0,8.0,4.0,6.0,6.0,6.0,8.0,2.0,8.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,365
6.0,1.0,12.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.5,0.3026315789473684,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.9,7.526315789473684,8.263157894736842,8.421052631578947,7.421052631578948,7.5625,7.333333333333333,7.684210526315789,6.157894736842105,1.9411764705882353,27.0,8.0,2.0,4.0,6.0,1.0,4.0,1.0,6.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,5.0,14.0,18.0,17.0,16.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0,6.0,8.0,9.0,8.0,10.0,5.0,8.0,8.0,10.0,10.0,0.55,6.947368421052632,7.368421052631579,7.368421052631579,7.105263157894737,6.7368421052631575,6.526315789473684,7.2105263157894735,6.421052631578948,0.05263157894736842,5.0,,,,,,,,,,,,8.0,1.0,2.0,,,,,,,14.0,18.0,17.0,16.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0,7.0,8.0,8.0,9.0,10.0,6.0,8.0,8.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,366
7.0,1.0,14.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.2,0.024210526315789474,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.6,6.555555555555555,8.055555555555555,7.611111111111111,7.0,7.0588235294117645,7.625,7.055555555555555,5.944444444444445,2.0,27.0,13.0,2.0,6.0,3.0,3.0,4.0,1.0,13.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,8.0,30.0,15.0,20.0,25.0,5.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,20.0,25.0,25.0,10.0,15.0,5.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,6.0,9.0,6.0,0.3,6.333333333333333,6.888888888888889,6.722222222222222,6.333333333333333,6.388888888888889,6.277777777777778,6.222222222222222,5.944444444444445,0.0,3.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,25.0,15.0,17.0,23.0,5.0,10.0,30.0,15.0,15.0,20.0,5.0,15.0,20.0,25.0,20.0,10.0,10.0,15.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,367
8.0,1.0,16.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.3,0.21947368421052632,0.1,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.55,6.352941176470588,7.882352941176471,7.470588235294118,7.529411764705882,7.0,7.066666666666666,6.9411764705882355,6.352941176470588,2.0,24.0,13.0,6.0,1.0,1.0,1.0,4.0,2.0,6.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,20.0,10.0,25.0,20.0,10.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,0.55,7.25,7.8125,7.8125,7.625,7.1875,6.9375,6.34375,5.8125,0.0,3.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,30.0,10.0,20.0,20.0,0.0,20.0,30.0,0.0,10.0,30.0,10.0,20.0,25.0,8.330000000000002,8.330000000000002,16.67000000000001,16.67000000000001,25.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,,,20.0,10.0,20.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,0.0,20.0,30.0,10.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,8.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.4,0.1,0.3,0.1,368
9.0,1.0,18.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.4,0.2921052631578947,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.5,6.4,7.0,7.0,8.0,7.0,5.666666666666667,6.333333333333333,5.866666666666666,1.9285714285714286,25.0,3.0,2.0,1.0,8.0,2.0,5.0,3.0,3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,65.0,0.0,8.0,15.0,0.0,12.0,50.0,5.0,10.0,20.0,5.0,10.0,6.0,9.0,9.0,10.0,7.0,6.0,9.0,10.0,9.0,7.0,0.65,7.866666666666666,7.933333333333334,8.8,6.933333333333334,7.133333333333334,5.4,6.6,6.4,0.0,5.0,,,,,,,,,,,,9.0,1.0,2.0,,,,,,,22.0,15.0,20.0,22.0,11.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,9.0,10.0,9.0,7.0,6.0,8.0,10.0,9.0,7.0,5.0,1.0,1.0,1.0,1.0,30.0,15.0,25.0,20.0,5.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,40.0,5.0,10.0,15.0,5.0,25.0,30.0,5.0,15.0,20.0,20.0,10.0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,369
10.0,1.0,20.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.05,0.0936842105263158,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.7,7.9411764705882355,7.823529411764706,8.1875,7.647058823529412,7.588235294117647,6.933333333333334,7.352941176470588,5.6875,2.0,28.0,8.0,2.0,7.0,4.0,3.0,4.0,1.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0,0.15,5.5,7.5,7.055555555555555,5.611111111111111,6.444444444444445,4.277777777777778,4.777777777777778,4.222222222222222,0.0,2.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,50.0,5.0,15.0,10.0,15.0,5.0,40.0,10.0,10.0,5.0,15.0,10.0,40.0,10.0,10.0,10.0,20.0,10.0,8.0,7.0,8.0,9.0,10.0,8.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,370
11.0,1.0,22.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.2,0.014210526315789474,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.5,7.3,7.3,7.2631578947368425,6.944444444444445,7.0,5.777777777777778,6.55,5.052631578947368,2.0,27.0,8.0,2.0,3.0,1.0,5.0,7.0,1.0,9.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,30.0,10.0,20.0,20.0,20.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.35,5.684210526315789,7.7894736842105265,7.105263157894737,4.526315789473684,5.894736842105263,4.947368421052632,5.473684210526316,9.31578947368421,0.0,7.0,,,,,,,,,,,,3.0,3.0,2.0,,,,,,,50.0,2.0,2.0,40.0,2.0,4.0,50.0,2.0,2.0,40.0,2.0,2.0,40.0,10.0,4.0,2.0,40.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,371
12.0,1.0,24.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.15,0.1242105263157895,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.5,6.647058823529412,6.9411764705882355,7.411764705882353,6.882352941176471,6.3125,6.076923076923077,6.117647058823529,4.588235294117647,1.9375,27.0,8.0,2.0,9.0,7.0,2.0,5.0,2.0,10.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,40.0,15.0,10.0,20.0,0.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,0.3,6.722222222222222,7.555555555555555,7.352941176470588,5.823529411764706,5.882352941176471,4.928571428571429,5.777777777777778,4.411764705882353,0.05555555555555555,3.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,40.0,15.0,15.0,15.0,5.0,10.0,45.0,15.0,5.0,15.0,5.0,15.0,40.0,10.0,10.0,10.0,20.0,10.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,372
13.0,1.0,26.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.2,0.12315789473684208,0.1,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.65,8.529411764705882,8.117647058823529,8.0625,7.5625,8.125,7.076923076923077,7.117647058823529,6.529411764705882,2.0,29.0,8.0,3.0,3.0,1.0,2.0,5.0,2.0,7.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,9.0,75.0,5.0,5.0,10.0,0.0,5.0,85.0,0.0,5.0,5.0,0.0,5.0,80.0,5.0,5.0,5.0,5.0,0.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,10.0,8.0,0.3,7.470588235294118,7.9411764705882355,8.705882352941176,8.117647058823529,7.705882352941177,6.875,7.411764705882353,7.294117647058823,0.06666666666666667,3.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,85.0,1.0,1.0,10.0,1.0,1.0,85.0,1.0,1.0,10.0,1.0,1.0,75.0,2.0,7.0,10.0,3.0,3.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,373
14.0,1.0,28.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.05,0.10631578947368424,0.3,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.3,5.647058823529412,7.470588235294118,7.411764705882353,5.647058823529412,7.133333333333334,5.153846153846154,5.9411764705882355,5.411764705882353,2.0,30.0,8.0,4.0,6.0,6.0,2.0,4.0,2.0,7.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,7.0,50.0,10.0,10.0,10.0,5.0,15.0,35.0,20.0,20.0,10.0,5.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,0.2,6.15,5.55,5.5,4.9,5.0,5.2,5.9,5.65,0.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,60.0,10.0,5.0,10.0,10.0,5.0,60.0,10.0,10.0,5.0,10.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.4,0.1,0.3,0.1,374
15.0,1.0,30.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.15,0.05947368421052631,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.55,8.31578947368421,7.0,6.894736842105263,6.7368421052631575,6.647058823529412,5.5,6.473684210526316,5.157894736842105,2.0,27.0,8.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,5.0,30.0,20.0,15.0,15.0,8.0,12.0,23.0,15.0,15.0,15.0,27.0,5.0,30.0,10.0,10.0,15.0,25.0,10.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,0.4,4.2105263157894735,6.0,6.0,4.947368421052632,5.368421052631579,4.0,4.684210526315789,5.368421052631579,0.0,6.0,,,,,,,,,,,,4.0,3.0,2.0,,,,,,,35.0,12.0,10.0,20.0,5.0,18.0,40.0,10.0,5.0,20.0,5.0,20.0,25.0,15.0,15.0,15.0,20.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,375
16.0,1.0,32.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.1,0.2478947368421053,0.3,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.5,6.421052631578948,7.368421052631579,8.526315789473685,6.611111111111111,8.157894736842104,6.0,6.526315789473684,4.894736842105263,1.9473684210526316,25.0,8.0,4.0,10.0,7.0,2.0,5.0,2.0,10.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,5.0,30.0,10.0,15.0,20.0,15.0,10.0,40.0,5.0,15.0,15.0,5.0,20.0,30.0,10.0,20.0,10.0,20.0,10.0,6.0,10.0,8.0,9.0,10.0,6.0,9.0,10.0,8.0,10.0,0.1,6.7894736842105265,8.947368421052632,7.631578947368421,6.2631578947368425,6.842105263157895,6.2631578947368425,6.2631578947368425,5.947368421052632,0.05263157894736842,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,,30.0,10.0,20.0,20.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,7.0,9.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.4,0.1,0.3,0.1,376
17.0,1.0,34.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.05,-0.09789473684210526,0.3,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.15,5.555555555555555,6.611111111111111,6.9411764705882355,5.0,6.0,4.857142857142857,4.833333333333333,4.611111111111111,2.0,26.0,8.0,4.0,3.0,2.0,1.0,5.0,1.0,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0,45.0,10.0,5.0,30.0,5.0,5.0,20.0,25.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,0.25,6.666666666666667,7.611111111111111,7.611111111111111,6.722222222222222,7.166666666666667,4.5,4.888888888888889,5.277777777777778,0.0,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,7.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.4,0.1,0.3,0.1,377
18.0,1.0,36.0,2.0,14.0,20.0,10.5,10.5,10.5,10.5,350.5,0.05,0.1531578947368421,0.4,27.05263157894737,3.1052631578947367,19.526315789473685,18.263157894736842,19.473684210526315,16.105263157894736,14.947368421052632,11.68421052631579,0.35,6.555555555555555,7.0,7.055555555555555,6.411764705882353,6.3125,5.733333333333333,6.055555555555555,5.333333333333333,2.0,29.0,8.0,2.0,3.0,2.0,6.0,5.0,2.0,7.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,6.0,25.0,15.0,20.0,20.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,25.0,10.0,10.0,15.0,30.0,10.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,9.0,8.0,7.0,0.2,6.2631578947368425,7.684210526315789,6.526315789473684,6.315789473684211,6.578947368421052,4.578947368421052,6.631578947368421,5.842105263157895,0.0,3.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,40.0,5.0,20.0,20.0,5.0,10.0,30.0,10.0,20.0,20.0,20.0,10.0,27.269999999999992,9.090000000000002,18.180000000000003,18.180000000000003,18.180000000000003,9.090000000000002,6.0,7.0,9.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.4,0.1,0.3,0.1,378
